BEGIN_DATE,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,visibility,conditions,description,Sum_Crashes,Sum_Fatalities,text
6/17/2016,56.7,88.7,0,0,0,48.3,19.1,12.1,9.9,Clear,Clear conditions throughout the day.,169,169,Clear conditions throughout the day.
6/18/2016,69.8,94.7,0,0,0,32.2,24,53.9,9.9,Partially cloudy,Partly cloudy throughout the day.,170,170,Partly cloudy throughout the day.
6/19/2016,62.6,86.9,0,0,0,,12.6,36.9,9.9,Partially cloudy,Partly cloudy throughout the day.,171,171,Partly cloudy throughout the day.
6/20/2016,65.8,98.7,0,0,0,31.1,13.6,26.3,9.9,Partially cloudy,Partly cloudy throughout the day.,172,172,Partly cloudy throughout the day.
6/21/2016,71.7,94.8,0,0,0,28.9,14.6,52.4,9.9,Partially cloudy,Becoming cloudy in the afternoon.,173,173,Becoming cloudy in the afternoon.
6/22/2016,65.7,96.8,0,0,0,29.9,11.2,44.7,9.9,Partially cloudy,Partly cloudy throughout the day.,174,174,Partly cloudy throughout the day.
6/23/2016,73.8,96.8,0,0,0,24.2,17.6,43,9.9,Partially cloudy,Clearing in the afternoon.,175,175,Clearing in the afternoon.
6/24/2016,69.6,89.7,0,0,0,25.3,18.1,12.2,9.9,Clear,Clear conditions throughout the day.,176,176,Clear conditions throughout the day.
6/25/2016,59.9,80.7,0.03,0,0,31.1,14.9,1.2,9.9,Rain,Clear conditions throughout the day with morning rain.,177,177,Clear conditions throughout the day with morning rain.
6/26/2016,59.7,91.8,0.03,0,0,26.4,10.1,11,9.9,Rain,Clear conditions throughout the day with morning rain.,178,178,Clear conditions throughout the day with morning rain.
6/27/2016,64.9,99.9,0,0,0,33.3,10.1,13,9.9,Clear,Clear conditions throughout the day.,179,179,Clear conditions throughout the day.
6/28/2016,73.7,102.5,0,0,0,44.7,34.9,54.4,9.8,Partially cloudy,Partly cloudy throughout the day.,180,180,Partly cloudy throughout the day.
6/29/2016,76.7,96,0,0,0,39.7,25.3,84.6,9.9,Partially cloudy,Partly cloudy throughout the day.,181,181,Partly cloudy throughout the day.
6/30/2016,72.8,91.8,0.02,0,0,32.2,17,78.7,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,182,182,Partly cloudy throughout the day with afternoon rain.
7/1/2016,70.8,88.9,0.01,0,0,19.7,10.3,74.5,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,183,183,Partly cloudy throughout the day with afternoon rain.
7/2/2016,70.7,92.7,0.01,0,0,19.7,12.6,56.9,9.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,184,184,Becoming cloudy in the afternoon with morning rain.
7/3/2016,70.8,92.8,0,0,0,36.8,23.5,54,9.9,Partially cloudy,Partly cloudy throughout the day.,185,185,Partly cloudy throughout the day.
7/4/2016,75.6,97.8,0,0,0,29.4,20.6,61.7,9.9,Partially cloudy,Partly cloudy throughout the day.,186,186,Partly cloudy throughout the day.
7/5/2016,70.7,93.5,0,0,0,55.3,17.8,58.5,9.9,Partially cloudy,Clearing in the afternoon.,187,187,Clearing in the afternoon.
7/6/2016,67.6,88.9,0.01,0,0,25.1,15.8,49.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,188,188,Partly cloudy throughout the day with morning rain.
7/7/2016,62.8,90.9,0,0,0,18.3,14.6,26.7,9.9,Partially cloudy,Partly cloudy throughout the day.,189,189,Partly cloudy throughout the day.
7/8/2016,73.8,97.9,0,0,0,36.8,24.4,37.9,9.9,Partially cloudy,Becoming cloudy in the afternoon.,190,190,Becoming cloudy in the afternoon.
7/9/2016,77.8,97.9,0,0,0,34.4,27.7,31.2,9.9,Partially cloudy,Becoming cloudy in the afternoon.,191,191,Becoming cloudy in the afternoon.
7/10/2016,64.8,87,0,0,0,36.2,27.6,42.6,9.8,Partially cloudy,Becoming cloudy in the afternoon.,192,192,Becoming cloudy in the afternoon.
7/11/2016,51.9,75.6,0,0,0,29.8,13.7,21.8,9.9,Partially cloudy,Partly cloudy throughout the day.,193,193,Partly cloudy throughout the day.
7/12/2016,57.5,88.7,0,0,0,28.9,15.7,14.1,9.9,Clear,Clear conditions throughout the day.,194,194,Clear conditions throughout the day.
7/13/2016,63.7,88.8,0,0,0,20.8,13.5,3.3,9.9,Clear,Clear conditions throughout the day.,195,195,Clear conditions throughout the day.
7/14/2016,63.8,93.5,0,0,0,28.9,11,7.7,9.9,Clear,Clear conditions throughout the day.,196,196,Clear conditions throughout the day.
7/15/2016,66.7,97.7,0,0,0,28.9,14.7,63.8,9.8,Partially cloudy,Partly cloudy throughout the day.,197,197,Partly cloudy throughout the day.
7/16/2016,70.9,93.5,0,0,0,21.9,13.7,60.7,9.9,Partially cloudy,Clearing in the afternoon.,198,198,Clearing in the afternoon.
7/17/2016,66.7,97.6,0,0,0,31.1,22.2,50.8,9.9,Partially cloudy,Partly cloudy throughout the day.,199,199,Partly cloudy throughout the day.
7/18/2016,78,97,0,0,0,41.1,26.1,49.8,9.9,Partially cloudy,Becoming cloudy in the afternoon.,200,200,Becoming cloudy in the afternoon.
7/19/2016,78.2,97,0,0,0,32.6,24,53.1,9.9,Partially cloudy,Partly cloudy throughout the day.,201,201,Partly cloudy throughout the day.
7/20/2016,78.9,99.9,0,0,0,31.6,23.9,29.2,9.9,Partially cloudy,Partly cloudy throughout the day.,202,202,Partly cloudy throughout the day.
7/21/2016,78.8,100.8,0,0,0,28.9,20.4,38.2,9.9,Partially cloudy,Partly cloudy throughout the day.,203,203,Partly cloudy throughout the day.
7/22/2016,80.8,101.6,0,0,0,34.4,18,54.2,9.9,Partially cloudy,Partly cloudy throughout the day.,204,204,Partly cloudy throughout the day.
7/23/2016,66.9,93.6,0.01,0,0,30,14.7,35.3,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,205,205,Partly cloudy throughout the day with late afternoon rain.
7/24/2016,64.1,95.9,0,0,0,31.1,10.1,16.8,9.9,Clear,Clear conditions throughout the day.,206,206,Clear conditions throughout the day.
7/25/2016,71.7,100.7,0,0,0,25.3,14.6,31.2,9.9,Partially cloudy,Clearing in the afternoon.,207,207,Clearing in the afternoon.
7/26/2016,77.9,102.5,0,0,0,25.3,15.8,39.5,9.9,Partially cloudy,Clearing in the afternoon.,208,208,Clearing in the afternoon.
7/27/2016,70.8,100.8,0,0,0,23,13.5,11.9,9.9,Clear,Clear conditions throughout the day.,209,209,Clear conditions throughout the day.
7/28/2016,73.8,100.8,0,0,0,20.8,11.1,27.5,9.9,Partially cloudy,Partly cloudy throughout the day.,210,210,Partly cloudy throughout the day.
7/29/2016,72.9,100.7,0,0,0,20.8,14.5,28,9.9,Partially cloudy,Clearing in the afternoon.,211,211,Clearing in the afternoon.
7/30/2016,75.5,99.5,0,0,0,40.3,28.7,69.4,9.9,Partially cloudy,Partly cloudy throughout the day.,212,212,Partly cloudy throughout the day.
7/31/2016,76.7,98.7,0,0,0,26.4,17,48,9.9,Partially cloudy,Clearing in the afternoon.,213,213,Clearing in the afternoon.
8/1/2016,76.7,98.7,0,0,0,19.7,12.6,37.2,9.9,Partially cloudy,Clearing in the afternoon.,214,214,Clearing in the afternoon.
8/2/2016,74.7,99.8,0,0,0,26.4,19.1,42.3,9.9,Partially cloudy,Becoming cloudy in the afternoon.,215,215,Becoming cloudy in the afternoon.
8/3/2016,78.8,93.6,0,0,0,20.8,15.7,56.2,9.9,Partially cloudy,Partly cloudy throughout the day.,216,216,Partly cloudy throughout the day.
8/4/2016,62.7,91.8,0,0,0,26.4,13.6,52.8,9.9,Partially cloudy,Partly cloudy throughout the day.,217,217,Partly cloudy throughout the day.
8/5/2016,71.7,89.6,0,0,0,19.7,13.7,74.8,9.9,Partially cloudy,Partly cloudy throughout the day.,218,218,Partly cloudy throughout the day.
8/6/2016,71.6,91.9,0.03,0,0,29.3,20.4,49,9.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,219,219,Becoming cloudy in the afternoon with late afternoon rain.
8/7/2016,75.7,96.7,0.04,0,0,47.5,24.6,66.2,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,220,220,Partly cloudy throughout the day with late afternoon rain.
8/8/2016,66.6,95.9,0,0,0,24.2,15.6,44.6,9.9,Partially cloudy,Partly cloudy throughout the day.,221,221,Partly cloudy throughout the day.
8/9/2016,76.7,96.7,0,0,0,37.7,22.8,47.9,9.9,Partially cloudy,Partly cloudy throughout the day.,222,222,Partly cloudy throughout the day.
8/10/2016,63.9,89.2,0.03,0,0,35.6,15.7,66.4,9.9,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,223,223,Clearing in the afternoon with late afternoon rain.
8/11/2016,63.9,87.8,0.03,0,0,36.4,17,34.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,224,224,Partly cloudy throughout the day with early morning rain.
8/12/2016,61.9,90.8,0,0,0,21.9,12.7,8.7,9.9,Clear,Clear conditions throughout the day.,225,225,Clear conditions throughout the day.
8/13/2016,64.8,92.7,0,0,0,21.9,16.9,32.8,9.9,Partially cloudy,Partly cloudy throughout the day.,226,226,Partly cloudy throughout the day.
8/14/2016,65.8,97.8,0,0,0,24.2,11.4,28.4,9.9,Partially cloudy,Partly cloudy throughout the day.,227,227,Partly cloudy throughout the day.
8/15/2016,75.5,92.6,0,0,0,44.8,23.2,79.1,9.9,Partially cloudy,Partly cloudy throughout the day.,228,228,Partly cloudy throughout the day.
8/16/2016,67.5,94.6,0,0,0,28.9,13,37.1,9.9,Partially cloudy,Partly cloudy throughout the day.,229,229,Partly cloudy throughout the day.
8/17/2016,73.8,92.5,0,0,0,31.8,20.5,58.7,9.9,Partially cloudy,Partly cloudy throughout the day.,230,230,Partly cloudy throughout the day.
8/18/2016,69.7,91.4,0,0,0,25.3,15.6,57.8,9.9,Partially cloudy,Partly cloudy throughout the day.,231,231,Partly cloudy throughout the day.
8/19/2016,70.6,89.5,0,0,0,23,16.3,23.9,9.9,Partially cloudy,Partly cloudy throughout the day.,232,232,Partly cloudy throughout the day.
8/20/2016,61.7,88.6,0,0,0,25.3,10.5,13.9,9.9,Clear,Clear conditions throughout the day.,233,233,Clear conditions throughout the day.
8/21/2016,63.6,94.3,0,0,0,21.9,14,26.1,9.9,Partially cloudy,Partly cloudy throughout the day.,234,234,Partly cloudy throughout the day.
8/22/2016,72.7,93.3,0.01,0,0,24.2,14.4,54.4,9.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,235,235,Clearing in the afternoon with morning rain.
8/23/2016,67.7,89.4,0,0,0,21.9,14.8,45.9,9.9,Partially cloudy,Partly cloudy throughout the day.,236,236,Partly cloudy throughout the day.
8/24/2016,60.7,82.5,0,0,0,33.3,19.9,23.3,9.9,Partially cloudy,Partly cloudy throughout the day.,237,237,Partly cloudy throughout the day.
8/25/2016,55.1,83.4,0,0,0,31.1,12.1,47.9,9.9,Partially cloudy,Partly cloudy throughout the day.,238,238,Partly cloudy throughout the day.
8/26/2016,64.5,85.3,0,0,0,25.3,18.1,40,9.9,Partially cloudy,Partly cloudy throughout the day.,239,239,Partly cloudy throughout the day.
8/27/2016,62.5,88.5,0,0,0,20.8,15,29.1,9.9,Partially cloudy,Partly cloudy throughout the day.,240,240,Partly cloudy throughout the day.
8/28/2016,66.4,91.5,0,0,0,21.9,14.6,13.3,9.9,Clear,Clear conditions throughout the day.,241,241,Clear conditions throughout the day.
8/29/2016,62.4,94.4,0,0,0,28.9,13.3,28.8,9.9,Partially cloudy,Partly cloudy throughout the day.,242,242,Partly cloudy throughout the day.
8/30/2016,66.4,97.7,0,0,0,29.8,12.7,38.8,9.9,Partially cloudy,Becoming cloudy in the afternoon.,243,243,Becoming cloudy in the afternoon.
8/31/2016,75.3,95.9,0,0,0,24.2,17.9,55,9.9,Partially cloudy,Becoming cloudy in the afternoon.,244,244,Becoming cloudy in the afternoon.
9/1/2016,71.7,91.3,0,0,0,42.2,28.4,76.5,9.9,Partially cloudy,Partly cloudy throughout the day.,245,245,Partly cloudy throughout the day.
9/2/2016,70.5,90.7,0.01,0,0,37.2,28,51.2,9.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,246,246,Becoming cloudy in the afternoon with early morning rain.
9/3/2016,61.6,85.4,0,0,0,27.7,15.7,68.3,9.9,Partially cloudy,Partly cloudy throughout the day.,247,247,Partly cloudy throughout the day.
9/4/2016,62.5,77.7,0,0,0,32.2,21.5,83.2,9.9,Partially cloudy,Partly cloudy throughout the day.,248,248,Partly cloudy throughout the day.
9/5/2016,53.5,73.4,0,0,0,21.9,15.6,48.3,9.9,Partially cloudy,Partly cloudy throughout the day.,249,249,Partly cloudy throughout the day.
9/6/2016,51.7,79.6,0,0,0,23,13.5,31.1,9.9,Partially cloudy,Partly cloudy throughout the day.,250,250,Partly cloudy throughout the day.
9/7/2016,57.4,81.6,0.01,0,0,,11.8,32.4,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,251,251,Partly cloudy throughout the day with early morning rain.
9/8/2016,55.7,81.8,0,0,0,22.9,17.3,17.5,9.9,Clear,Clear conditions throughout the day.,252,252,Clear conditions throughout the day.
9/9/2016,55.2,75.5,0,0,0,21.9,15.7,15.9,9.9,Clear,Clear conditions throughout the day.,253,253,Clear conditions throughout the day.
9/10/2016,50,82.6,0,0,0,23,10.3,2,9.9,Clear,Clear conditions throughout the day.,254,254,Clear conditions throughout the day.
9/11/2016,56.3,90.6,0,0,0,27.6,17.1,34.2,9.9,Partially cloudy,Partly cloudy throughout the day.,255,255,Partly cloudy throughout the day.
9/12/2016,62.9,81.8,0,0,0,39.9,23.5,58.6,9.6,Partially cloudy,Partly cloudy throughout the day.,256,256,Partly cloudy throughout the day.
9/13/2016,51,80.3,0.09,0,0,45.6,16.5,69.9,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,257,257,Partly cloudy throughout the day with rain.
9/14/2016,55.5,67.8,0.15,0,0,29.4,21.2,81.8,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,258,258,Partly cloudy throughout the day with rain.
9/15/2016,53.7,66.5,0,0,0,,9.8,62,9.9,Partially cloudy,Partly cloudy throughout the day.,259,259,Partly cloudy throughout the day.
9/16/2016,48.5,72.7,0,0,0,25.3,9,14,9.9,Clear,Clear conditions throughout the day.,260,260,Clear conditions throughout the day.
9/17/2016,51.6,78.6,0,0,0,,11.1,27.2,9.9,Partially cloudy,Partly cloudy throughout the day.,261,261,Partly cloudy throughout the day.
9/18/2016,57.9,86.8,0,0,0,19.7,14.6,16.6,9.9,Clear,Clear conditions throughout the day.,262,262,Clear conditions throughout the day.
9/19/2016,61.2,90.8,0,0,0,23,18.1,17.7,9.9,Clear,Clear conditions throughout the day.,263,263,Clear conditions throughout the day.
9/20/2016,61.4,88.7,0.03,0,0,31.1,19.3,48.1,9.9,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,264,264,Clearing in the afternoon with afternoon rain.
9/21/2016,65.5,82.7,0,0,0,30.9,21.3,53,9.9,Partially cloudy,Becoming cloudy in the afternoon.,265,265,Becoming cloudy in the afternoon.
9/22/2016,49.7,76.8,0.67,0,0,39.1,26.8,86.4,9.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,266,266,Partly cloudy throughout the day with rain.
9/23/2016,47.6,50.7,0.61,0,0,,14.6,97.2,8.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,267,267,Cloudy skies throughout the day with rain.
9/24/2016,46.8,61.9,0.31,0,0,,14.9,72.2,9.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,268,268,Partly cloudy throughout the day with rain clearing later.
9/25/2016,45.6,66.6,0,0,0,,13.5,0,9.9,Clear,Clear conditions throughout the day.,269,269,Clear conditions throughout the day.
9/26/2016,49.6,71.7,0,0,0,,9,8.2,9.9,Clear,Clear conditions throughout the day.,270,270,Clear conditions throughout the day.
9/27/2016,52.8,75.5,0,0,0,24.2,10,11.2,9.9,Clear,Clear conditions throughout the day.,271,271,Clear conditions throughout the day.
9/28/2016,54.9,80.6,0,0,0,41.4,10.7,28.2,9.9,Partially cloudy,Partly cloudy throughout the day.,272,272,Partly cloudy throughout the day.
9/29/2016,61.9,76.9,0,0,0,29.8,19.2,65.3,9.9,Partially cloudy,Partly cloudy throughout the day.,273,273,Partly cloudy throughout the day.
9/30/2016,61.8,76.9,0,0,0,,17.8,67,9.9,Partially cloudy,Partly cloudy throughout the day.,274,274,Partly cloudy throughout the day.
10/1/2016,60.9,79.5,0,0,0,31.9,22.2,45,9.9,Partially cloudy,Becoming cloudy in the afternoon.,275,275,Becoming cloudy in the afternoon.
10/2/2016,56.4,80.6,0.01,0,0,47.8,24.8,78.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,276,276,Partly cloudy throughout the day with afternoon rain.
10/3/2016,47.6,65.7,0,0,0,33.5,23.6,77.2,9.9,Partially cloudy,Partly cloudy throughout the day.,277,277,Partly cloudy throughout the day.
10/4/2016,41.7,58.6,0,0,0,,10.9,52.5,9.9,Partially cloudy,Partly cloudy throughout the day.,278,278,Partly cloudy throughout the day.
10/5/2016,43.5,55.6,0.09,0,0,34.4,24.8,73,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,279,279,Partly cloudy throughout the day with rain.
10/6/2016,38.5,57.5,0.01,0,0,,9.1,31.4,9.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,280,280,Becoming cloudy in the afternoon with afternoon rain.
10/7/2016,40.7,67.6,0,0,0,25.3,10,16.5,9.9,Clear,Clear conditions throughout the day.,281,281,Clear conditions throughout the day.
10/8/2016,42.2,69.7,0,0,0,27.7,9.6,37.7,9.9,Partially cloudy,Partly cloudy throughout the day.,282,282,Partly cloudy throughout the day.
10/9/2016,46,75.5,0,0,0,,9.1,15.1,9.9,Clear,Clear conditions throughout the day.,283,283,Clear conditions throughout the day.
10/10/2016,55.5,78.7,0,0,0,31.1,21.5,54.7,9.9,Partially cloudy,Partly cloudy throughout the day.,284,284,Partly cloudy throughout the day.
10/11/2016,52.8,69.7,0,0,0,,14.7,63.3,9.9,Partially cloudy,Partly cloudy throughout the day.,285,285,Partly cloudy throughout the day.
10/12/2016,43.7,65.6,0,0,0,,7.3,46.9,9.9,Partially cloudy,Partly cloudy throughout the day.,286,286,Partly cloudy throughout the day.
10/13/2016,44.2,73.7,0,0,0,,9.8,51.3,9.9,Partially cloudy,Becoming cloudy in the afternoon.,287,287,Becoming cloudy in the afternoon.
10/14/2016,58,73.7,0,0,0,49.4,24.3,78.6,9.5,Partially cloudy,Partly cloudy throughout the day.,288,288,Partly cloudy throughout the day.
10/15/2016,53.7,74.8,0,0,0,28.1,19.7,77.8,9.5,Partially cloudy,Partly cloudy throughout the day.,289,289,Partly cloudy throughout the day.
10/16/2016,46,71.7,0.04,0,0,40.8,28.9,85.2,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,290,290,Partly cloudy throughout the day with rain.
10/17/2016,44.5,57.5,0.35,0,0,27.7,23.4,74.5,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,291,291,Partly cloudy throughout the day with rain in the morning and afternoon.
10/18/2016,41.7,59.6,0,0,0,33.3,24.3,73.4,9.9,Partially cloudy,Partly cloudy throughout the day.,292,292,Partly cloudy throughout the day.
10/19/2016,41.5,54.8,0.01,0,0,,10.8,50.9,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,293,293,Partly cloudy throughout the day with early morning rain.
10/20/2016,37.6,61.6,0,0,0,,10.2,41.2,9.9,Partially cloudy,Partly cloudy throughout the day.,294,294,Partly cloudy throughout the day.
10/21/2016,36.9,66.5,0,0,0,,9.9,1,9.9,Clear,Clear conditions throughout the day.,295,295,Clear conditions throughout the day.
10/22/2016,40.8,68.8,0,0,0,,14.6,31.4,9.7,Partially cloudy,Partly cloudy throughout the day.,296,296,Partly cloudy throughout the day.
10/23/2016,45.8,72.9,0,0,0,,16.7,79.4,9.9,Partially cloudy,Partly cloudy throughout the day.,297,297,Partly cloudy throughout the day.
10/24/2016,58.9,67.7,0,0,0,37.8,22.9,91,9.9,Overcast,Cloudy skies throughout the day.,298,298,Cloudy skies throughout the day.
10/25/2016,54.8,69.6,0.02,0,0,33.3,16.7,58.1,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,299,299,Partly cloudy throughout the day with afternoon rain.
